,0
C=C(C#N)CN(C)C,14
O=CNCCCC(=O)O,14
C1CC[C@@H]2NCNC[C@@H]2C1,14
Cc1cnc(NN)cc1C,14
C[C@]1(CO)CCCCN1,14
CC[C@H](O)OCC(C)C,14
C/C=C/[C@@H]1CCCCO1,14
CO[C@@H]1CCC[C@@H]1CN,14
COCc1occc1C,14
C=C(C)[C@@H]1CC=CCC1,14
CC(=O)C(C(C)=O)=C(C)C,14
CN1CC=CCN1C,14
C=CCCC(=O)C(C)C,14
C=CCC(C)(C)C(C)=O,14
CNCc1cnc(C)o1,14
CC1=NN(CC(C)C)CC1,14
CCCN1CCC(C)=N1,14
C[C@@H]1CNC[C@H](CN)N1,14
CCC(=O)C1=CCCC1,14
CNC1(COC)CC1,14
CCO[C@H](C)C(=O)C(O)O,14
CCCc1ocnc1C,14
CN(C(=O)CCN)C1CC1,14
CCOC(=O)C=C1CCC1,14
C[C@H](CN)N(C)C1CC1,14
CCC/C(N)=N/O,14
CCC1=C(CO)C(=O)OC1,14
CCCNC1(C#N)CCC1,14
NNCc1ccccc1O,14
Cc1occc1CCO,14
CCOC(=O)[C@H](C)[C@H](C)O,14
CCNC[C@H](C)C#N,14
CCOCc1cccnn1,14
COc1cnc(N)c(C)c1,14
C[C@@H]1C=CC[C@H](C)C=CC1,14
COc1cncc(C)c1N,14
CCCc1occc1C=O,14
NCC[C@H]1CC[C@@H](O)C1,14
C=C(C)C(=O)C(=C)C,14
NCCNC1CCC1,14
CN(C)NC1=CC(=O)OC1,14
CCCCNC(=O)C(=O)O,14
CC(=O)ON1CCCCC1,14
CC(C)NC(=O)CCN,14
CC[C@H](C(=O)OC)C(C)C,14
CNc1ncccc1CO,14
CCC#C[C@H](O)CC,14
CCCCOC(=O)N=C=O,14
Cc1nc(CN)c(C)[nH]1,14
C=C(C=O)OCCCC,14
Cc1cccc(N(C)N)n1,14
C[C@H]1NCCCN(C)C1=O,14
COc1c(N)cccc1N,14
C#CC(=O)OCCCC,14
CCC1=CCCCC1=O,14
CCC(=O)CC(OC)OC,14
C=CCNc1nccn1C,14
CCOCC1(N)CCCC1,14
CCc1n[nH]c(CN)n1,14
CCn1ccnc1C(C)=O,14
CCn1nccc1C(C)=O,14
CN1CCN=C(NO)C1,14
C=CCO[C@@H]1CCCNC1,14
CN(C)Cc1cocn1,14
C=CCc1ncccc1C,14
CC[C@H](CO)n1cccc1,14
C=CCC(=C)OC,14
CN1CCC(C)(CN)CC1,14
CN1C[C@H](O)C[C@@H]1CN,14
CN(C)/C=N/c1cn[nH]c1,14
COCc1noc(CN)n1,14
CC[C@H](C)N(N=O)C(C)=O,14
CNCc1ccoc1C,14
CNCc1occc1C,14
C=C(OC)[C@H](O)CC,14
CCc1c(C)c[nH]c1C=O,14
CCCCCNC#N,14
CC(C)=CC(=O)CC=O,14
CCCN1C[C@@H]2C[C@H]1CN2,14
CCN(CC)C(=O)C=O,14
Cn1nccc1CCO,14
CCn1cc(C(C)=O)cn1,14
CC[C@](C)(O)C(=O)OC,14
CCCc1cnnn1N,14
CCOn1ccc(N)c1,14
CCNn1ccc(O)c1,14
NC(=O)CCCNC(N)=O,14
Cc1cc(CO)cc(N)n1,14
C=CCc1ccccc1N,14
C=CCc1ccc(N)cc1,14
C#CC1=C(C)CCCC1,14
CCNCc1ccno1,14
O=C(CCCO)NO,14
C=COC(C)(C)CC,14
CC[C@H](C)[C@H](C#N)CC,14
CCn1nc(C)cc1CN,14
CCCn1cc(N)cn1,14
O=C1CC2(CCCCC2)C1,14
CCc1c(N)cnn1C,14
C=C(CCC)[C@H](N)C(=O)O,14
CN(C)Nc1cccnc1,14
CC(=O)OCCOC=O,14
C1CCC2(CC1)CN=NC2,14
CC(C)(C)C(C)(C)NC=O,14
Cc1occc1CNN,14
Cc1ccc(CNN)o1,14
OCCCN1CC1,14
CNC(=O)CNC(C)C,14
CCn1cnnc1CN,14
C#CCNC(=O)CCN,14
C=C/C(C)=C/C=C/C(C)C,14
CN(CCN)C(=O)C1CC1,14
C1=CC2=C(C1)CCCCC2,14
COC(=O)CC(C)(C)N,14
Cc1cc(CCN)no1,14
CC[C@H](C)NCC1CC1,14
C=C1C=CC(C)(C)C=C1,14
CC[C@]1(C)C[C@H](O)CO1,14
CCn1nc(C)cc1CO,14
C=CC1(C=C)CCC1,14
CCCn1cc(N)c(C)n1,14
O=C1CCC2(CCC2)CC1,14
CNCCCC#N,14
CCC(=O)N(N)CCC#N,14
CCO[C@@H]1CCC[C@@H]1N,14
COC[C@@H]1CCC[C@@H]1N,14
CCC/C(C=O)=C\N,14
C#CCCCCC(=O)O,14
CCn1ccc(CN)n1,14
O=CCCC/C=N/O,14
CCOC(=O)N=C(N)N,14
CC1=NC(C)(C)N=C1C,14
CNCC1(CO)CC1,14
CCN1CC[C@H](O)C1,14
C=CCN=C(C)C,14
CCn1ccc(C(C)=O)n1,14
C=CCC(=C)CO,14
C[C@@H]1CCCN[C@@H]1CCO,14
CO[C@H]1CC[C@@H](OC)C1,14
CCNc1ncnc(C)n1,14
CCCC[C@@H]1C=CC(=O)O1,14
CCCn1ccc(C=O)n1,14
COC(=O)/C(C)=C(\C)O,14
CN[C@]1(C)CCNC1,14
CC(=O)N/N=C/CC(C)C,14
CN(C)c1cncc(N)n1,14
CCCCC1=CC(=O)OC1,14
C=CCC(=O)CC(C)C,14
CCC[C@H](O)C(C)=O,14
CC[C@H]1CCCC(=O)OC1,14
C=CCN[C@H](C)C(C)C,14
CCCC(=O)[C@H](C)O,14
C[C@@H]1OCOC[C@]1(C)CO,14
C[C@@H]1COCO[C@]1(C)CO,14
COCOC1=CC(=O)CC1,14
C=CC[C@H](OC)C(=O)OC,14
Cc1cc(CCO)co1,14
CO/C=C1/C=CCCC1,14
C[C@@H]1NN(C)[C@H](C)[C@@H]1C,14
CCn1cnc(CO)c1,14
CCn1cncc1CO,14
C#C[C@](C)(CC)OC(C)C,14
C[C@@H]1CCCC(N)=NC1,14
CC[C@H](C)OC(C)(C)O,14
Cc1ccc(NN)c(O)c1,14
CCCC(C)(C)[C@@H]1CO1,14
CCOC(=O)[C@H]1C=C1CN,14
COCCOC1CNC1,14
C[C@H]1C[C@@H]2[C@@H](C)C[C@H]1N2C,14
CCc1ccc(CO)o1,14
CC1(C)OCC(CN)CO1,14
CN1[C@H]2CC[C@H](C2)[C@@H]1CO,14
CNC(=O)C[C@H](C)N,14
COC(=O)CC(=O)CN,14
C[C@@H]1CC[C@H](O)CN1C,14
CCCCc1nnnn1N,14
Cc1cc(N)nc(CN)c1,14
C=COCCN/N=N/C,14
CN(C)/C=C1\CCOC1=O,14
CCCC1(C)NCCN1,14
CO/N=C/C=C/C(C)=O,14
CCC[C@H](OC)C(=O)O,14
C#CCn1c(C)ccc1C,14
CCO/C(CC)=N/C#N,14
NNC(=O)[C@@H]1CCCCN1,14
CC[C@@H]1CCCC1(C)C,14
C=CCNC(=O)CN,14
CCC1=NCCCN1,14
C=C=CC(=O)N(C)CC,14
CC1=C(C)[C@H](C)[C@H](C)C1=O,14
COCN1CCC=CC1=O,14
CNC(=O)[C@@H]1CC=CCC1,14
C1CNCC2(CN1)COC2,14
CC(C)[C@H](CCO)[C@H](C)O,14
COC[C@H](O)CC(C)C,14
C[C@]1(CO)CCCNC1,14
C=CCC(=O)CC=C,14
C#CCC[C@H](O)CC,14
C=C/C=N/CCC,14
Cc1cn(CCN)cn1,14
Cc1cncn1CCN,14
C=C(CC(C)C)OC,14
CC(C)CC1=CCCC1,14
CCOC(=O)/C(N)=N/N,14
C1=C2CCCC=C2CCC1,14
CCCN(O)C(=N)N,14
C[C@@H]1CCC[C@H](CO)C1,14
CC(=O)CC(C)(O)O,14
CCO[C@@H]1OCCC[C@@H]1O,14
C[C@H](O)/C=N/N(C)C,14
CN(C)C(C)(C)CC#N,14
CC[C@H](CC(C)=O)OO,14
COCCn1cccn1,14
Cc1cc(CN)c(C)o1,14
CC/C=C/[C@H](O)C(C)=O,14
C/C=C(\C)[C@H](O)C(C)=O,14
COC1=CCCC/C1=N\O,14
CCCCc1nnc(N)o1,14
CNc1cc(N)ccc1O,14
CCC(=O)/C(C)=C/C(C)=O,14
C[C@H](O)CC[C@H](C)CC#N,14
CCC[C@H](C)[C@@H]1CO1,14
CN(C)c1cncnc1N,14
CC[C@]1(C)CC=C(O)C1=O,14
CCC[C@H](C)CC#N,14
CC[C@H](O)COC,14
CCC[C@](C)(OO)C(=O)O,14
CCN1C[C@H](C)CC1=O,14
Cc1cc(CNN)n[nH]1,14
CONC(=O)[C@@H]1CCCN1,14
CCN[C@H](C)C(N)=O,14
CON(C)C(=O)CC1CC1,14
CCCC1(C)NN1,14
C[C@H](O)[C@@H]1CCCN1C,14
Cc1ccc(O)c(NN)c1,14
CCc1[nH]cnc1OC,14
C[C@H](CO)N1CCCC1,14
CNC1(CC(C)=O)CC1,14
CC(=O)CC[C@H](C)OO,14
C=CC(C)(C)CCO,14
OCCCCC1COC1,14
CCC1(CO)CCC1,14
CCCN(O)C(N)=O,14
C=CC[C@](C)(CC)C(=O)O,14
NCCCCC1CC1,14
NCC(=O)CC(=O)CN,14
CC(C)=C[C@@H]1[C@H](C)C1(C)C,14
C#C[C@H](C)N1CCCCC1,14
NNC(=O)C1=CCCCC1,14
CC[C@H](CO)C(=O)OC,14
CC/C=C\C[C@@H]1CO1,14
CN1CCN[C@H](C(N)=O)C1,14
Cc1ncncc1N(C)C,14
CC[C@@H]1COC[C@@H]1CO,14
COCC(=O)C(C)(C)OC,14
C=C(OCCOC)C(C)C,14
CC[C@H](CO)C(=O)OCO,14
C/C=C(/C)CC(=O)OC,14
CC(=O)COCC(C)(C)C,14
CCCO[C@H](C)C(=O)O,14
Cc1nccnc1N(C)C,14
CCO[C@H](CC)C(=O)O,14
CO[C@H](CC(C)C)C(C)=O,14
C[C@@H]1C(=O)N(C)N(C)[C@@H]1C,14
C=C(C)C[C@H](C)C(=O)O,14
CN(C)c1ncc(N)cn1,14
CCO/C=C(/C#N)C(C)=O,14
N[C@H](O)CCCC(=O)O,14
C[C@]1(O)CC[C@](C)(O)C1,14
COC(C)(CC(C)=O)OC,14
CCCCn1[nH]nnc1=O,14
CCc1ncccc1C,14
COCC(C)(C)CO,14
CN(C)C(=O)C1(O)CCC1,14
CCCNc1nc(C)co1,14
CC(=O)C[C@H](O)CC(C)C,14
Cc1ccnc(N)c1CO,14
COCCOC(=N)N,14
Cc1cc(N)ncc1CO,14
C[C@]12CCCC[C@@]1(C)OO2,14
C=CCNCC(N)=O,14
CCC[C@@H]1CCNC(=O)C1,14
COC(=O)[C@H](O)CCN,14
CCOC1=NN(C)C(=O)C1,14
C=CC#CC#CCCCC,14
C1=CCCCC=CCC1,14
CNC(=O)COC,14
Cc1cc(CCO)n[nH]1,14
NC[C@H](O)[C@@H]1CC=CCC1,14
C=CC(C=C)C(=C)COC,14
C=C/C=C/CC(=C)CO,14
C=C1C=C(C)C[C@H](C)C1,14
Cc1ncc(CO)cc1N,14
OCCn1nncc1CO,14
CNC1=C(C#N)CCCC1,14
NNC1=NCCCCN1,14
CC[C@H](C)c1cc(N)n[nH]1,14
CO/N=C1\C=C(C)CCC1,14
CCOC(=O)/C(C)=C/O,14
CCCn1cnc(C=O)c1,14
Cc1ccnc(C)c1CO,14
CN(C)c1cncn1C,14
CO[C@@]1(C)CCCN1N,14
CC[C@](C)(OC)C(=O)O,14
C[C@@H]1CCC[C@H](CO)[C@@H]1O,14
CC(=O)NC[C@H](N)CO,14
C=CCOCC(OC)OC,14
CC1=CN(C)[C@H](C)CC1=O,14
C=C(C)CCOO,14
CN(C)[C@@H]1CCCC1=O,14
CCCn1cncc1C=O,14
CC[C@@H](C)[C@@](C)(N)C(=O)O,14
CCc1c(N)c(N)nn1C,14
CN(C)[C@@H]1CCCO[C@@H]1O,14
C[C@@H]1OCCC[C@]1(C)N,14
ON/C1=N/CCCCCC1,14
CC(C)=C1N(C)N=NN1C,14
CC(=O)[C@@H]1CCCN1C,14
C=C/C=C/C[C@H](O)CC,14
CC(C)(NCCO)C(=O)O,14
CCCCOC(=O)C1CC1,14
Cc1c(O)cccc1CO,14
CON(C)C(=O)[C@H]1N[C@@H]1C,14
CNCc1ccnc(N)c1,14
CC(=O)/C=C(/C)CO,14
Cc1ccccc1COO,14
CCC1CC(C(C)=O)C1,14
C=CC/C=C(\C)C=C,14
CCC(=O)/C(C)=C/OC,14
C=C(C(C)=O)N(C)C,14
CC(C)CC/C(N)=N/O,14
CC1=NN(CCO)C(=O)C1,14
C#CCCC/C(N)=N/O,14
C[C@H]1CCC2CC[C@@H](C)N21,14
C=C1C[C@H](C)CC[C@H]1C,14
C/C=C\C/C=C/C(=O)O,14
C=C(CN)CN,14
C=C1CC[C@H](CC)C1,14
CNC(=O)C[C@H](O)CN,14
CCCCc1nnc(C)o1,14
CC[C@](C)(C#N)NC,14
COCCNC(=O)COC,14
C/C=C(\C#N)N(C)C,14
C/N=C(\N)N(C)C(=N)N,14
C=CCCN(C=C)C=O,14
N#CCC(=O)NNCCO,14
CCNc1cccnc1N,14
C=C1CC[C@@H]2CCCC[C@H]12,14
CN(C)CC1CNC1,14
CCCN1OCCC1=O,14
CC(=O)OCCNC=O,14
CC[C@H](O)C[C@H](O)CO,14
OCC1(CO)OCCO1,14
C=CC(=C)C(=O)OCC,14
CC(=O)OCCNO,14
C[C@@H]1C=CC[C@@H](C)N1C,14
CC(C)=NCCO,14
OCCCC(O)O,14
C[C@H](CO)CCN,14
CN(C)CN,14
COC(=N)CCO,14
C[C@H](CC#N)NCCO,14
CC(=O)CC(C)(C)NO,14
CCC[C@H](N)[C@H](C)O,14
C=CCONC(C)=O,14
CCCONC(C)=O,14
CN(C)C(=O)/C=C/OC=O,14
C=COC(=O)/C=C/C=C/C,14
C=C=CCN1CCCCC1,14
CCn1cncc1C(C)=O,14
C=NN(C)COCC,14
Cc1cc(N)c(N)cc1O,14
CCc1ccc(O)c(C)n1,14
C=CC(=O)NCCCO,14
CC(C)(O)CN=C(N)N,14
CC(=O)OCC(=O)CO,14
O=C(CO)N1CCCC1,14
NCCOCc1cnc[nH]1,14
CCCNc1ncccn1,14
C=CCCc1ccncc1,14
CC(=O)C[C@@H]1CCCC=N1,14
CN1CCC=CCCC1=O,14
Cc1cc(N)c(O)c(N)c1,14
CN1[C@@H]2CCC[C@]13C[C@@H]3C2,14
CC(C)=Cn1cccc1,14
C[C@@H]1C[C@H](O)CCN1C,14
CC1=C(C)NCCN=C1,14
CCCCO[C@@H]1CO1,14
CCCn1ccnc1N,14
CCCCN1CC1(C)C,14
CCC/N=C(\N)OC(=N)N,14
COC(=O)CNCCC#N,14
CON(C)C(=O)CC(=O)O,14
C=CCCCNC=O,14
CC[C@H](O)C(C)(C)OC,14
C=CC[C@](C)(O)[C@H](C)O,14
C=C(CCO)[C@H](C)O,14
CCc1cc(N)nc(N)n1,14
CCO[C@H](C)[C@H](C)O,14
CN(C)/N=N/N(C)C=N,14
CCC[C@H](C#N)NC(C)C,14
Cc1cc(O)cc(CO)c1,14
COCC[C@H](C)O,14
CCCC[C@H](O)C=O,14
CC[C@H](O)CNN,14
C=C(/C=C/C)/C=C/C,14
C=COCCOC(=O)C=C,14
CCC1(CO)CCCCC1,14
CCn1ncnc1CN,14
CCCc1oc(=O)oc1C,14
C=CCCn1cccc1,14
C[C@H]1CC(=O)C[C@@H](C)N1C,14
CO[C@H](C)CC(C)(C)O,14
C=C(C)[C@H](O)CCC#CC,14
CCCN1CCC(N)CC1,14
CCNCc1cnc[nH]1,14
CCc1ccnc(CC)n1,14
CC[C@](C)(O)CO,14
O=C1COCCN1CCO,14
NCC[C@@H]1CCOC1,14
CN1CCO[C@H](CO)C1,14
C=C1CCC[C@@H]2CCC[C@H]12,14
CNc1cccnc1NC,14
CCC[C@@H]1C[C@H](C)OC1=O,14
C=C1[C@@H]2CCCC[C@@H]1CC2,14
CCC1=C(OC)C(=O)CC1,14
CC[C@H](C)C1=CC=CC1,14
CC1(C)C=C(CO)CCC1,14
CC[C@H](C)[C@H](O)C(=O)OC,14
CN1CCC[C@H](N)C1,14
O=CCC1=CCCCC1,14
C=CCOC[C@@H]1COCO1,14
NCCCc1ncn[nH]1,14
CC[C@H](C)[C@]1(C)CO1,14
CC[C@]1(O)CC[C@H](C)O1,14
CC(C)=CC1(C)CC1,14
CN[C@@H]1CCC[C@H](C)[C@@H]1C,14
Cc1cc(CCN)ccn1,14
C/C=C/N(/C=C/C)CCC,14
CN[C@H](C)C[C@H](C)O,14
CC(=O)CCC(C)(C)O,14
CN(C)CC1(C(=O)O)CC1,14
CC[C@@H]1CC[C@H](NN)C1,14
Cc1cc(=O)n(CCO)[nH]1,14
C[C@@H]1CC[C@H](CN)C1,14
Cc1ccnn1CCO,14
CC[C@H](O)[C@H](C=O)CC,14
CON(C)C(=O)C1CCC1,14
CNCc1nccn1C,14
CN(C)[C@@H]1CNNC(=O)C1,14
CCNC(=O)N(CC)N=O,14
OCCCc1cnc[nH]1,14
NCCCCC1OCCO1,14
CCNC1CCC(N)CC1,14
CCOC(=O)[C@H](O)CC,14
C#CCN1CCNCC1,14
COCn1nc(C)cc1C,14
CC[C@@H]1COCN1C,14
COC[C@@H]1CCC(C)(C)N1,14
CCOC(=O)C1(CN)CC1,14
COC(=O)[C@](C)(N)CN,14
CCC[C@]1(C)C=CC(=O)O1,14
CNN1CCCC1,14
CNCCn1cncn1,14
C#CCCN1CCCC1=O,14
CCOc1cncc(N)c1,14
CC(=O)CCC(O)O,14
C#CC(=O)N(CC)CC,14
COCN1CCN(O)C1=O,14
Cc1cc(N)nc(N)c1N,14
COc1cc(C)cc(N)n1,14
CC[C@@H]1NCCN[C@@H]1C,14
CNc1cc(C)cc(N)n1,14
CONCCO,14
CNCc1cncn1C,14
C=C[C@H](C)OCOC,14
CNCCc1cn(C)cn1,14
C=C(C)Cn1cccc1,14
C=C[C@H](C)N(C)C,14
CC(C)COC(=O)N(C)C,14
C[C@H](N)C1=CCCCC1,14
NCC[C@@H]1CCNC1,14
CCc1nccc(NC)n1,14
C=C[C@](C)(CC)C(C)=O,14
C=CCCC(=O)NC,14
C/C=C/c1ccccc1N,14
C=CCOCC(=C)O,14
CCO[C@@H]1C=CC[C@@H](C)O1,14
CC[C@H](C)NC(=O)CC#N,14
CCc1nccn1CO,14
COCOCCC#N,14
CC(C)CCCOO,14
C=C(C)C(=C)C(=C)C,14
CC[C@]12CC[C@H](CC1=O)C2,14
C=CC(=O)O[C@H](C)OCC,14
COc1ccc(N)nc1C,14
COC(=O)C1=C(CO)CC1,14
C=NCC(=O)OCC,14
C=C1CCCC[C@]1(C)O,14
COc1ncccc1CN,14
CO[C@H](CC(C)=O)C(C)C,14
OCCNC[C@@H]1CO1,14
CCOc1ncccc1N,14
CONC(=O)C(C)(C)CO,14
CCCC(=O)/C=N/O,14
CC=C=C=CCOCC,14
C/C=C/C[C@H](O)C(C)=O,14
CC(=O)N[C@@H]1CC=CCC1,14
COC(CCCC=O)OC,14
C=C(C)C[C@H](O)C(C)=O,14
COC(=O)[C@@H](C)CON,14
C[C@@H]1C[C@@H]2CCCC[C@@H]2N1,14
C=CC[C@H](O)CC(C)=O,14
CCc1cc(CO)co1,14
CCC1=CO[C@H](CC)C1=O,14
COCC[C@H](O)C(C)C,14
CCn1nccc1CN,14
CCC(=O)C=C=C(C)C,14
C[C@]1(CO)CC=CCC1,14
CC[C@@H]1C[C@H](C)CC(=O)N1,14
CCc1cc(C)cc(=O)[nH]1,14
C=C[C@](C)(O)C(=O)OCC,14
CCCn1cc(C=O)cn1,14
CNN(C)C(N)=O,14
C=Cc1ccc(CN)cc1,14
C1CCN2CCCN2CC1,14
C=C(C)[C@H](C)C(=O)OC,14
CCOc1cccc(O)c1,14
N[C@@H]1CCN(CCO)C1=O,14
CCc1c(C)c[nH]c1O,14
CN(C)/C=C(/C=O)C1CC1,14
NC(=O)CC(=O)CCO,14
CN(C)c1nc(=O)[nH]n1C,14
CC[C@@H]1CNCC[C@@H]1N,14
OCCCn1ccnc1,14
Cc1c(CN)cnn1C,14
COCCC1CCCCC1,14
NCCC1CCC(N)CC1,14
C=C[C@]1(C)CC1=C=C(C)C,14
Cn1ccc2c1CCCC2,14
C#CC[C@H](CC)C(C)=O,14
CC[C@@H]1O[C@@H]1CC(=O)OC,14
C=C1O[C@@H]1C(C)(C)C,14
CN1C2=CCC[C@@H]1CCC2,14
C#C[C@](C)(O)CCC=C,14
CC(=O)CC(C)(C)ON,14
COC(=N)N(C)C(C)C,14
CC(C)CN1CCN=C1N,14
COC(=O)[C@]1(C)CCCN1,14
C[C@H](CC=O)CCC=O,14
O=C(CO)N1CCOCC1,14
CCO/C=C\C1CCC1,14
NCCC#CCCN,14
NCCCC(=O)O,14
CCc1ccc(O)cc1O,14
C#CCCCC(C)=O,14
CC1(C)CCC(C)(O)CC1,14
CC[C@H](C)n1nccc1N,14
NC[C@@H]1CCCCN1,14
CCO[C@H](C)OC(C)C,14
O=C(O)/C=C/CCC(=O)O,14
Cc1cccc(CN)c1,14
COc1cccc(CO)c1,14
C#CCCCOC,14
CNC(=O)CCO,14
C/C=C(/C)C(=O)OC,14
CCCC(=O)n1ccnc1,14
C=Cc1cc(C)cc(C)c1,14
CCOC[C@H](O)CO,14
CCCOC(=O)[C@@H]1CN1,14
CN(C)C1CCC(N)CC1,14
CCOCC#CCO,14
CCC(C)(C)CCC=O,14
C=C(C)CC1(C)OCCO1,14
NNc1ccc(N)cc1N,14
OCC=C1CCCC1,14
O=C(O)CC1=CCCCC1,14
CCCOCO,14
C#CCCCN1CCCC1,14
Cc1ccc(NO)c(C)c1,14
CC(C)CC(=O)CC(C)C,14
NC(N)=NCCO,14
CC(C)=CCC=O,14
CCCCO[C@H](C)C(=O)O,14
CNN=C1CCCC1,14
C[C@]1(O)CCOC[C@@H]1CO,14
CC/C=C(/C)O,14
CC(C)(O)N1CCCCC1,14
CCCCC(=O)C=O,14
Cc1ccc(COO)cc1,14
COC(=O)[C@@H]1CCCN1C,14
CCC[C@@H]1CC[C@H](C)C1,14
CC(C)CCCCC(N)=O,14
CCc1cccc(O)c1O,14
CO[C@H](C)C(C)(C)OC,14
NOCCCC(=O)O,14
C[C@@H]1CN(C)[C@H](C)CC1=O,14
CCc1cc(O)ccc1O,14
CCN(C)c1ccco1,14
C=COC/C=C/C,14
CC1=NC[C@@H]2CCCCN12,14
CC(=O)CCc1ccco1,14
CCC[C@H](O)CN,14
CCCC(O)(CC)CC,14
O=C1NCN(CCO)CN1,14
CC[C@@H]1OCCN1C,14
C=CC(=O)OCCC(C)C,14
ON=C1CCCCCC1,14
C=CO[C@H](O)CCC,14
CCOc1ccc(N)cn1,14
COC1=CCCCC1,14
CN(C)C#CN(C)C,14
C1CCN2CCOC[C@@H]2C1,14
Nc1cc(N)c(N)cc1N,14
C=C(C)CCO,14
CCCC1(C)OCCO1,14
C#C[C@H](O)CCCC,14
C=CCC[C@H](C)N,14
CCC/C=N/C,14
Cc1ccccc1CN,14
CC1=CC[C@H](C)CC1,14
CCC[C@H](O)[C@H](C=O)CC,14
CCCC(=O)C(C)C,14
CCCC#CC(C)(C)O,14
C=C(C)C(=O)NCC,14
C[C@H]1C[C@@H]2CCN1[C@H](C)C2,14
CCCc1ccc(C=O)o1,14
CCCCC#CC=O,14
C[C@H]1CCC[C@@H](C)C1,14
C=COCCOCCO,14
C=CCCCC=O,14
C/C=C/CCO,14
CCCC#CCO,14
CC(=O)CC[C@H](C)O,14
COC(=O)N1CCOCC1,14
C[C@H](O)CN(C)C,14
CCCC1(O)CCCCC1,14
CC/C=N/CC(C)C,14
Cc1cccc(NO)c1C,14
CCC[C@](C)(C=O)CO,14
CCNN=C(C)C,14
CC[C@](C)(C#N)OC(C)=O,14
C[C@H]1CCC[C@@H](C)C1N,14
CON1CCCCC1,14
CN(C)[C@@H]1NCCC(=O)N1,14
Cc1cccc(N)c1C,14
CC(C)CCCC=O,14
Cc1cc(O)c(C)c(O)c1,14
CCOC1=NCCC1,14
COC[C@H](C)C(C)=O,14
CC[C@@H]1C=CCCC1,14
CCCCC1OCCO1,14
C#CC(=O)C(C)(C)C,14
CC1=C[C@H](C)CCC1,14
COC(=O)C1=CCCNC1,14
C[C@H](O)C[C@@H]1CCCN1C,14
Cc1cc(C)c(N)c(C)c1,14
C1CC[C@@H]2CCC[C@@H]2C1,14
CC(C)(N)CCC(=O)O,14
C/C=C/C(=O)N(C)C,14
CN(C)/N=C/c1ccco1,14
CC(C)NC(=O)CCO,14
CC1=CCC[C@H](C)C1,14
COC[C@H](CO)OC,14
CC(=O)OCCN,14
CC(C)CCC(C)(C)O,14
CCOC(=O)[C@H](N)CN,14
C=CCOC(=O)OCCO,14
N#CCCCCN,14
C#C[C@](C)(CC)OC(N)=O,14
CCCC/C=C/C#N,14
Cc1c(O)ccc(O)c1C,14
C1=CCN2CCCC[C@@H]2C1,14
CC/C=N/NC(C)=O,14
C=C(C(C)C)N(C)C,14
C1=CCCCCC=CC1,14
N[C@]12CCC[C@H](CC1)C2,14
CCCC(C)(C)C(N)=O,14
C1=C[C@@H]2CCCCN2CC1,14
C=CC[C@H](C)OC(C)=O,14
CCC1=CCCC1,14
CCCn1cccc1,14
C=C(C#N)CCCC,14
CCN1C=NCCC1,14
CCC[C@H](O)N1CC1,14
CC1(C)OCC=CCO1,14
CC1=C(C(=O)O)CCCC1,14
C[C@]1(CO)COCCN1,14
CC(C)(C)OC(=O)C=O,14
CC1(C)OCCCO1,14
CC(C)=Cc1ccncc1,14
CCC(=O)[C@H](C)CO,14
CCCC(=O)OCC#N,14
OCCCc1ccc[nH]1,14
OCC(O)(CO)CO,14
CCOc1cccnc1N,14
CO[C@H](C)O[C@H](C)OC,14
CO/C(C=O)=C/N(C)C,14
CC1=CCC(C)=CC1,14
C/C=C/C(=O)C#COCC,14
CCC(=O)c1ccc(C)o1,14
C1CCCCCC1,14
CCC(=O)/C=C(/O)CC,14
CC1=CCCC(C)(C)[C@@H]1C,14
COC(=O)C[C@H](C)N1CC1,14
OCc1ccccc1CO,14
CN1CCC[C@@H]1CO,14
C[C@H](N)C(=O)CCC(=O)O,14
CC[C@H](C)c1ccccc1,14
C1CCC2=C(C1)CCC2,14
CCCN1C(=O)CCC1=O,14
CN1CCCC(O)(O)C1,14
COc1ccc(O)cc1C,14
OCCc1ccccc1O,14
CO[C@H](C)CC(C)=O,14
CNC(=O)[C@@H]1CCCNC1,14
CC1OCC(C)(CO)CO1,14
CC[C@H](C)NC,14
C=C(C)CC(C)=O,14
CC[C@@H]1CC=CCC1,14
CCC/N=N/C(C)C,14
CC/C=C(/C)C(=O)O,14
CCO[C@@H]1OCC[C@H](C)O1,14
CCCCOc1nn[nH]n1,14
C[C@@H]1CN(C)CC[C@@H]1O,14
CN1CCN(C=O)CC1,14
CCCC[C@@H]1CO1,14
CCC(C)(C)OC,14
CN(O)CCC(N)=O,14
O=C(O)C1=C(CO)CCC1,14
CCCC1CCN(C)CC1,14
N#CCCCCC(=O)O,14
Cc1c[nH]c2c1CCCC2,14
O=C(O)CCCCC1CC1,14
OC[C@H](O)[C@@H]1CCCCN1,14
CCc1nn(C)c(=O)n1N,14
C[C@@H]1CCCC[C@H](O)C1,14
CNc1ncnc(C)c1N,14
C1CCN2COCC[C@@H]2C1,14
NC[C@@H]1CCCNC1,14
Cc1ncc(CO)c(C)n1,14
CC1=N[C@H](C)CN(C)N1,14
OCCCc1ccco1,14
CC(C)CC(C)(C)CO,14
NCc1cocc1CN,14
C=CC(=O)OCCOC,14
COc1cc(N)ccc1N,14
NC(=O)COCCO,14
C=Cc1cccc(CC)c1,14
CCN[C@H](C)C(C)C,14
